Longitude,Latitude,n,Total Dry Mass (mg/m3), COPEPOD-2012 file identifier, http://www.st.nmfs.noaa.gov/plankton/biomass/,
    -64.125,    44.625,         1,                 22.7981719971, COPEPOD-2012  drymass  (m11)            ,
