Longitude,Latitude,n,Total Dry Mass (mg/m3), COPEPOD-2012 file identifier, http://www.st.nmfs.noaa.gov/plankton/biomass/,
    -64.125,    44.625,         1,                 19.8015880585, COPEPOD-2012  drymass  (m12)            ,
